UserID,MovieID,Rating
180,115,5
181,195,5
182,144,5
183,732,5
184,1043,5
185,237,1
186,1251,5
187,1513,5
188,295,5
189,237,5
190,219,5
191,269,5
192,195,5
193,611,1
193,1513,5
194,110,5
195,110,5
196,1513,5
197,310,5
198,195,5
199,100,5
200,149,5
201,270,5
202,997,1
203,461,5
204,1263,5
205,929,5
206,922,5
207,61,5
208,80,5
209,1501,5
210,195,5
211,115,5
212,359,5
212,360,5
213,359,5
214,914,5
215,1513,5
216,487,1
217,924,5
218,115,5
219,295,5
220,195,5
221,283,5
221,359,5
221,923,5
221,1498,5
222,276,5
223,1361,5
224,1360,5
225,801,5
226,308,5
227,700,5
228,1540,4
229,134,5
230,96,5
230,1010,5
231,260,5
232,1501,5
233,195,5
234,316,5
235,1240,5
236,506,5
237,235,5
238,195,2
239,791,5
240,923,5
241,334,5
242,100,5
243,1377,1
244,237,5
245,1361,5
246,45,5
247,490,5
248,922,5
249,260,5
250,1497,5
251,310,5
252,137,5
253,1289,4
254,1360,5
255,640,5
256,58,5
257,1480,5
258,999,3
259,271,5
260,269,5
261,510,5
262,1001,5
263,664,3
264,1459,5
265,195,5
265,803,5
266,100,5
267,1003,5
267,1038,5
267,1046,5
267,1156,5
268,697,5
269,204,5
270,269,5
271,1502,5
272,346,4
273,235,5
274,537,5
275,1275,5
276,1015,5
276,1234,5
276,1456,5
277,671,3
278,235,5
279,309,4
280,103,5
281,100,5
282,295,5
283,451,5
284,1501,5
285,218,1
286,114,5
287,795,5
288,110,5
289,803,5
290,681,5
291,269,5
292,117,5
293,896,5
293,914,5
294,309,5
295,1010,5
295,1015,5
295,1043,5
296,1292,5
297,1015,5
298,922,5
299,114,4
299,306,2
299,1512,3
300,1275,5
301,585,5
302,896,5
303,306,5
303,309,5
304,1275,5
305,705,5
306,1208,5
307,295,5
308,1501,5
309,218,5
310,299,5
310,310,5
311,103,1
312,195,5
313,295,5
314,103,5
315,1361,4
316,1471,5
317,198,5
318,1015,1
319,376,5
320,1497,5
321,204,5
322,195,5
323,195,5
324,115,5
325,1011,1
326,208,5
327,395,5
328,308,5
329,509,5
330,473,5
331,1533,5
332,426,5
333,1480,3
334,551,5
335,1240,5
336,309,5
337,309,5
338,1513,5
339,269,5
340,1498,5
341,273,5
342,310,5
343,376,5
344,297,5
345,295,5
346,62,5
347,190,5
348,1008,5
349,1209,4
350,922,5
351,260,5
352,1046,5
353,237,5
354,294,5
355,1424,5
356,428,5
357,1008,5
358,2,5
358,277,5
358,494,5
359,1473,5
360,115,3
361,345,5
361,922,5
362,681,5
363,652,5
364,896,5
365,235,5
366,897,5
367,1241,5
368,531,5
369,281,5
370,303,5
371,520,5
372,281,5
372,1364,5
373,483,5
374,799,5
375,700,5
376,195,5
377,347,5
378,376,5
379,278,5
380,191,5
380,1313,5
380,1471,5
381,704,4
382,229,5
383,255,5
384,237,5
385,1373,5
386,195,5
387,1512,5
388,803,5
389,308,5
390,720,5
390,986,5
390,1001,5
390,1002,5
390,1003,5
390,1010,5
390,1013,5
390,1015,5
390,1029,5
390,1037,5
390,1043,5
390,1146,5
390,1456,5
390,1516,5
391,1275,4
392,366,5
393,58,5
394,308,5
395,218,5
396,512,5
397,115,5
398,100,5
399,195,4
400,1516,5
401,1501,5
402,397,3
403,1240,5
404,1459,5
405,208,5
406,945,1
407,522,5
408,494,5
409,1350,5
410,195,5
411,295,5
412,923,5
413,100,3
414,510,5
414,1466,5
415,63,5
416,225,5
417,496,4
418,1015,5
419,999,1
420,1516,3
421,1485,5
422,506,5
422,1214,5
423,100,5
424,232,5
425,1361,5
426,896,5
427,237,1
428,128,5
429,237,5
430,551,5
431,80,5
432,110,5
433,402,1
434,580,5
434,1210,5
434,1232,5
435,511,5
436,396,5
437,986,5
438,611,4
439,1497,5
440,813,5
441,1507,1
442,708,5
443,1189,5
444,376,5
445,612,5
446,204,5
447,803,5
448,922,5
449,269,5
450,100,5
451,1091,5
452,308,5
453,446,4
454,805,4
455,1182,5
456,1481,5
457,281,5
457,506,5
458,114,5
458,270,5
459,247,5
460,235,5
461,700,5
462,100,4
463,653,5
464,195,5
465,715,5
466,100,5
467,284,3
468,308,5
468,309,5
468,1501,5
469,580,3
470,195,5
470,306,5
471,310,5
471,1360,5
472,700,5
473,652,5
474,1519,5
475,672,5
476,140,5
477,632,1
478,307,5
479,2,5
480,269,5
481,1024,5
482,300,5
483,86,5
484,61,5
485,1519,5
486,438,5
487,376,5
488,512,5
489,237,5
490,110,5
491,730,5
492,956,4
493,295,5
494,1162,5
495,60,5
496,345,5
497,436,5
498,310,5
499,61,5
500,596,5
501,611,5
502,376,5
503,221,5
504,510,5
505,1353,5
506,345,5
507,281,5
508,306,5
509,208,5
509,360,5
510,295,5
511,696,5
512,175,5
513,724,5
514,830,5
515,61,5
516,1024,5
517,61,5
518,345,5
518,922,5
518,1481,5
519,346,5
520,1269,5
521,803,5
521,1010,5
521,1038,5
522,112,5
522,1310,5
523,1298,5
523,1299,5
524,297,5
525,470,5
526,1510,5
527,309,5
528,497,5
529,611,5
530,471,5
531,112,5
532,1322,1
533,229,5
534,427,5
534,580,5
534,1491,5
534,1501,5
535,549,5
536,1513,5
537,2,5
538,1547,5
539,269,5
540,232,4
540,308,4
541,520,5
542,699,5
543,1106,5
543,1392,3
544,103,5
545,100,5
546,343,5
547,100,5
548,235,5
549,309,5
550,1351,4
551,100,5
552,195,5
553,1138,5
554,80,5
555,304,5
555,308,5
555,1497,5
556,511,5
557,273,1
558,233,5
559,94,5
560,359,5
561,496,5
562,1071,3
563,195,5
564,310,5
565,195,5
566,597,5
567,802,3
568,100,5
569,96,5
570,1288,5
571,1200,1
572,100,1
573,300,5
574,149,5
575,273,3
576,1510,5
577,922,5
578,799,4
579,235,5
580,310,5
581,1484,5
582,398,5
583,100,5
584,346,5
585,1275,4
586,237,5
587,1501,5
588,86,5
589,100,5
590,700,5
591,998,5
592,698,4
593,273,1
594,506,5
594,922,5
595,800,5
596,334,3
597,1350,5
598,359,5
599,100,3
599,805,5
600,108,5
601,672,2
602,195,4
603,862,5
604,922,5
605,548,5
606,1481,5
607,100,5
608,1237,5
609,936,5
610,510,5
611,1046,5
612,59,5
613,76,5
614,295,5
615,115,5
616,922,5
617,103,5
618,1360,5
619,815,5
620,237,5
621,195,5
622,611,4
623,486,5
624,715,5
625,306,5
626,682,2
627,870,5
628,306,5
629,218,5
630,115,5
631,1237,5
632,198,5
633,1361,5
634,283,5
635,195,3
636,641,5
637,103,5
638,922,5
639,237,5
640,776,5
641,700,5
642,235,5
643,403,5
644,310,5
645,100,5
646,803,5
647,494,5
648,115,5
649,195,5
650,413,3
651,204,5
652,487,5
653,997,5
654,331,5
655,1008,5
656,195,5
657,203,5
658,669,5
659,308,4
660,923,5
661,195,5
662,360,5
663,959,5
664,1399,5
665,1500,5
666,803,5
667,270,5
668,531,5
669,310,5
670,715,1
671,1351,2
672,137,5
673,922,5
674,803,5
675,347,5
676,269,5
677,500,5
678,802,4
679,497,5
680,1363,5
681,218,1
682,61,5
683,204,5
684,923,5
685,86,5
686,145,5
687,1491,5
688,61,5
689,306,5
689,1497,5
689,1510,5
690,700,1
691,359,5
692,281,5
693,295,5
694,208,5
695,1239,5
696,359,1
697,308,5
698,309,5
699,603,5
700,500,5
701,1482,5
702,48,5
703,446,5
704,346,5
705,195,5
705,309,5
706,2,3
707,1034,1
708,803,5
709,700,5
710,113,5
711,497,5
712,237,5
713,310,5
714,195,5
715,103,5
716,308,5
717,204,5
718,1293,3
719,198,5
720,237,5
720,306,5
720,308,5
720,309,5
720,310,5
720,1361,5
720,1501,5
721,1497,4
722,980,3
723,218,5
723,360,5
723,580,5
724,904,4
724,1352,5
725,436,5
726,195,5
727,611,5
728,308,5
729,61,4
730,922,5
731,100,5
732,269,1
733,1378,5
734,498,5
735,1298,5
735,1299,5
736,673,5
737,1497,5
738,1475,5
739,86,5
740,195,5
741,1321,5
742,1383,5
743,1253,5
744,922,5
745,295,2
746,580,5
746,705,5
747,103,5
748,195,5
749,103,5
749,255,5
750,3,3
751,100,5
752,1450,5
753,1361,5
754,862,5
755,980,5
756,805,5
757,922,5
758,145,5
759,110,5
760,195,5
761,128,1
762,82,5
763,506,4
764,376,5
765,506,5
766,309,5
767,103,5
768,237,5
769,275,5
770,370,4
771,100,5
772,444,5
772,1001,4
773,42,5
774,531,5
775,444,5
776,621,5
777,359,1
778,1466,5
779,824,5
780,1047,5
781,195,5
782,980,5
783,221,5
784,681,5
785,360,5
786,144,3
786,1355,5
787,664,5
788,681,5
789,1500,5
790,1038,5
791,700,5
792,299,5
793,1007,5
793,1015,5
794,306,5
794,359,5
794,494,5
794,506,5
795,195,5
795,475,5
796,1481,5
797,195,5
798,110,5
799,360,5
800,137,5
801,100,5
802,1513,5
803,1501,5
804,1010,5
805,237,5
806,696,5
807,512,5
808,862,5
809,1361,5
810,1326,5
811,980,5
812,103,5
813,100,5
814,1516,1
815,132,5
816,297,5
817,100,5
818,922,5
819,86,5
820,309,5
821,269,5
822,259,3
823,1350,5
824,359,4
825,294,5
826,709,5
827,1405,5
828,1519,5
829,1326,5
830,100,1
831,61,5
832,681,3
833,652,4
834,100,5
835,720,5
836,195,2
837,261,5
838,705,5
839,510,5
840,1275,5
841,100,5
842,1253,5
843,1501,5
844,235,5
845,1180,1
846,542,1
847,114,5
848,922,5
849,751,5
850,368,5
851,652,5
852,284,5
853,195,5
854,195,5
855,137,5
856,700,5
857,237,1
858,229,5
859,86,4
860,308,5
861,672,5
862,232,5
863,1320,5
863,1547,5
864,100,5
865,450,5
866,237,5
867,1252,5
868,110,3
869,637,5
870,681,5
871,1138,4
872,195,5
872,531,5
872,1481,5
872,1484,5
873,546,5
874,471,5
875,237,5
876,195,5
877,923,5
878,100,5
879,195,5
880,237,1
881,114,5
882,511,5
883,442,5
884,506,5
885,1361,5
886,102,5
887,103,5
888,115,4
889,100,5
890,980,3
891,114,1
892,269,5
893,114,5
893,251,5
894,1500,5
895,310,5
896,681,5
897,1003,4
898,1275,4
899,825,5
900,237,5
901,980,1
902,345,4
902,923,5
903,1226,1
904,632,5
905,204,5
906,345,1
907,100,5
908,1360,5
909,522,5
910,494,5
911,510,5
912,224,5
913,1156,5
913,1219,5
914,308,5
915,91,5
916,2,5
917,115,5
918,667,5
919,100,1
920,195,5
921,923,5
921,1481,5
922,80,4
923,975,1
924,195,5
925,1501,5
926,1516,1
927,94,5
928,61,5
929,395,5
930,309,5
931,376,5
932,652,5
933,610,5
934,306,5
935,604,4
936,195,5
937,1159,5
938,195,5
939,103,4
940,308,5
941,295,4
942,896,5
943,914,2
944,295,5
945,360,5
946,681,5
947,100,2
948,359,5
949,1361,3
950,195,5
951,435,5
952,306,5
953,103,5
954,359,5
955,700,5
956,998,1
957,980,5
958,195,5
959,295,5
960,86,5
961,720,5
962,1456,5
963,148,5
964,303,5
965,376,5
966,681,5
967,512,5
968,309,5
969,310,5
970,827,5
971,80,5
972,444,1
973,681,2
974,206,5
975,596,5
976,133,5
977,539,5
978,260,5
979,497,4
980,959,5
981,803,5
982,649,5
983,308,5
984,905,5
985,206,3
986,100,5
987,100,5
988,352,5
989,934,5
990,1500,5
991,922,5
992,681,5
993,427,5
993,670,5
993,1089,5
994,681,5
995,277,1
996,308,5
997,218,4
998,237,5
999,664,5
1000,100,5
1001,1423,5
1002,100,5
1003,801,5
1004,376,5
1005,376,5
1006,295,5
1007,273,5
1008,270,5
1009,1002,5
1010,237,5
1011,1471,5
1012,255,5
1013,1093,5
1014,115,5
1015,1353,5
1016,100,5
1017,80,5
1018,195,1
1019,235,5
1020,137,5
1021,295,5
1022,922,5
1023,195,1
1024,115,5
1025,237,5
1026,132,5
1027,1046,5
1028,307,1
1029,309,5
1029,506,1
1030,922,5
1031,2,5
1032,1473,5
1033,195,5
1034,1088,5
1035,721,5
1036,1516,4
1037,195,5
1038,1501,5
1039,208,5
1040,1501,5
1041,334,5
1042,923,5
1043,1275,5
1044,308,5
1045,232,5
1046,103,5
1047,1500,5
1047,1501,5
1048,803,5
1049,115,5
1049,700,5
1050,283,5
1050,428,5
1051,1008,4
1052,72,5
1053,110,5
1054,803,5
1055,195,5
1056,580,5
1056,1010,5
1057,446,5
1058,1211,1
1059,1512,5
1060,195,5
1061,232,5
1062,260,5
1063,149,5
1064,1501,5
1065,1497,5
1066,232,5
1067,237,5
1068,303,5
1069,1252,5
1070,496,5
1071,803,5
1072,103,5
1073,1400,5
1074,195,5
1075,709,5
1076,237,5
1076,309,5
1077,232,5
1078,306,5
1079,1002,5
1080,195,5
1081,446,5
1082,280,1
1083,999,5
1084,512,5
1085,803,5
1086,378,5
1087,100,5
1088,510,5
1089,510,5
1090,1180,5
1091,1463,5
1092,345,5
1093,1286,1
1094,103,5
1095,1499,4
1096,800,5
1097,1501,5
1098,681,5
1099,112,5
1100,510,5
1101,1359,5
1102,308,5
1102,1298,5
1102,1299,5
1103,999,1
1104,872,5
1105,681,5
1106,1361,1
1107,195,5
1108,100,5
1109,681,5
1110,112,5
1111,64,5
1111,269,5
1112,1001,5
1113,232,3
1114,115,5
1115,661,5
1116,922,5
1117,446,5
1118,1463,5
1119,1547,5
1120,115,5
1121,273,1
1122,1463,5
1123,1361,4
1124,681,4
1125,289,5
1126,2,1
1127,360,5
1128,1070,5
1129,303,5
1129,435,5
1129,446,5
1129,610,5
1130,310,5
1131,922,5
1132,310,5
1133,100,1
1134,360,4
1135,359,5
1135,360,5
1135,705,5
1136,1001,5
1137,100,2
1138,195,4
1139,700,5
1140,922,5
1141,1320,5
1142,1361,5
1143,528,5
1144,457,5
1145,148,5
1146,132,5
1147,269,1
1148,195,5
1148,487,5
1148,705,5
1149,137,5
1150,114,5
1151,1513,5
1152,2,4
1153,709,5
1154,114,3
1155,198,5
1156,803,5
1157,100,1
1158,235,5
1159,103,5
1160,125,5
1160,398,5
1161,100,5
1162,531,5
1163,334,5
1164,1188,5
1165,195,4
1166,310,5
1167,1234,5
1167,1489,5
1168,195,5
1169,1361,5
1170,1038,5
1170,1043,5
1170,1175,5
1170,1456,5
1171,398,5
1172,597,5
1173,1247,5
1174,1537,1
1175,72,5
1175,195,1
1175,306,5
1176,923,5
1177,511,5
1178,1361,5
1179,110,5
1180,378,5
1181,510,5
1182,72,5
1183,1233,5
1184,922,5
1185,310,5
1186,506,5
1187,637,5
1188,1269,4
1189,663,5
1190,585,5
1191,928,5
1192,749,5
1193,80,4
1194,255,5
1195,100,5
1196,510,5
1197,346,5
1198,1473,5
1199,980,5
1200,1326,5
1201,455,5
1202,219,5
1203,347,5
1204,364,5
1205,208,5
1206,801,5
1207,195,5
1208,1375,1
1209,681,5
1210,1321,5
1211,1361,5
1211,1497,5
1212,80,5
1213,346,5
1214,603,5
1215,195,3
1216,1353,1
1217,237,5
1218,376,5
1219,611,5
1220,896,5
1221,218,4
1222,1361,5
1223,100,5
1224,522,5
1225,1537,5
1226,1510,5
1227,426,5
1228,1361,5
1229,148,5
1230,273,5
1231,100,5
1232,297,5
1233,1234,4
1234,426,5
1234,705,4
1234,1232,4
1235,237,5
1236,100,4
1237,681,5
1238,1293,5
1239,204,5
1240,229,5
1241,371,5
1242,195,4
1243,346,4
1244,275,5
1245,969,1
1246,103,5
1247,1435,5
1248,100,5
1249,247,5
1250,237,5
1251,128,5
1252,270,5
1253,195,5
1253,309,5
1254,204,5
1255,247,5
1256,100,5
1257,295,5
1258,235,4
1259,300,5
1260,1361,5
1261,681,5
1262,42,5
1263,80,5
1264,1010,5
1265,1361,5
1266,195,5
1267,308,5
1268,103,5
1269,1298,5
1270,1512,5
1271,100,5
1272,1275,5
1273,703,2
1274,803,3
1275,1485,5
1276,308,5
1277,1208,5
1278,204,5
1279,681,5
1280,496,5
1281,195,5
1282,471,5
1282,477,5
1282,486,5
1282,1501,5
1283,1516,5
1284,309,5
1285,42,5
1285,1008,5
1285,1074,4
1286,803,5
1287,69,5
1288,269,5
1289,544,4
1290,269,4
1291,803,5
1292,487,5
1293,1500,5
1294,262,5
1295,80,5
1296,1017,5
1297,195,5
1298,1497,5
1299,1361,5
1300,283,5
1301,1519,5
1302,100,5
1303,103,5
1304,2,5
1305,1010,1
1306,308,5
1307,672,5
1308,80,5
1309,1015,5
1310,100,1
1311,957,5
1312,1353,5
1313,260,5
1314,262,5
1315,308,5
1316,334,5
1317,704,5
1318,269,4
1319,346,5
1320,100,5
1321,273,5
1321,474,5
1321,585,5
1322,603,5
1323,295,5
1324,1325,5
1325,1239,5
1326,310,5
1327,300,5
1328,310,5
1329,2,1
1330,803,5
1331,824,5
1332,295,3
1333,473,5
1334,269,5
1335,103,5
1336,345,3
1337,310,5
1338,665,5
1339,87,5
1340,1320,5
1341,1030,5
1342,195,5
1343,195,5
1344,386,5
1345,271,4
1346,580,5
1347,359,5
1348,397,5
1349,700,5
1350,1010,1
1351,195,5
1351,1512,5
1352,1156,5
1353,278,5
1354,271,5
1355,496,5
1356,585,5
1357,1275,5
1358,310,5
1359,429,4
1360,426,5
1360,580,5
1361,1008,5
1362,957,5
1363,397,5
1364,100,5
1364,195,5
1365,278,5
1366,1516,5
1367,381,5
1368,1320,5
1369,715,5
1370,310,5
1370,922,5
1370,1305,4
1371,1529,1
1372,1232,5
1373,274,5
1374,308,5
1375,100,5
1376,308,5
1377,63,5
1378,232,5
1379,426,5
1380,923,5
1381,1497,5
1382,306,5
1383,195,5
1384,110,5
1385,195,5
1385,306,5
1385,506,5
1385,667,5
1386,506,5
1387,696,5
1388,273,5
1388,283,5
1388,308,5
1388,471,5
1388,1232,5
1388,1501,5
1389,824,5
1390,235,5
1391,195,5
1392,195,5
1392,506,5
1393,376,5
1394,255,5
1395,198,5
1396,520,5
1397,171,5
1398,671,5
1399,262,5
1400,791,5
1401,922,5
1402,47,5
1403,100,5
1404,300,5
1405,169,5
1406,830,5
1407,100,5
1408,61,5
1408,195,5
1408,308,5
1408,309,5
1408,1510,5
1409,110,5
1410,923,1
1411,233,5
1412,309,4
1412,506,4
1412,1226,4
1413,308,5
1413,309,5
1414,487,1
1415,70,5
1416,1237,5
1417,309,5
1418,1500,5
1419,598,5
1420,1498,5
1421,1237,5
1422,724,5
1423,383,5
1424,334,5
1425,1361,5
1426,45,5
1426,1349,5
1427,117,5
1428,1010,5
1429,611,5
1430,376,5
1431,807,4
1432,553,5
1433,170,5
1434,195,5
1435,309,5
1436,169,3
1437,260,4
1438,1228,5
1439,114,5
1440,1300,2
1441,1001,4
1442,100,5
1443,237,5
1444,61,5
1444,100,5
1445,922,5
1446,444,1
1447,128,5
1447,649,5
1448,494,5
1449,218,5
1450,1500,5
1451,64,5
1452,64,4
1453,973,5
1454,297,5
1455,100,5
1456,59,5
1456,269,5
1457,672,5
1458,496,5
1459,1361,4
1460,333,5
1461,376,5
1462,68,5
1463,195,5
1464,42,5
1465,727,5
1466,700,5
1467,923,5
1468,1489,5
1469,922,5
1470,308,5
1470,1501,5
1471,681,3
1472,980,5
1473,494,5
1473,1358,5
1474,1275,5
1475,1501,5
1476,611,5
1477,334,5
1478,195,5
1479,803,4
1480,1237,5
1481,1380,5
1482,100,5
1483,100,5
1484,1008,5
1485,309,5
1486,229,5
1487,973,5
1488,308,5
1489,467,5
1489,715,5
1490,270,4
1491,306,5
1492,342,5
1493,58,5
1494,1224,5
1495,603,5
1496,308,4
1496,309,4
1496,506,4
1496,922,4
1497,1237,4
1498,345,2
1499,308,5
1500,904,5
1501,1361,5
1502,1512,5
1503,1514,5
1504,1240,1
1505,1232,5
1505,1233,5
1506,359,5
1507,306,5
1508,494,5
1509,359,5
1510,458,5
1511,399,1
1512,115,5
1513,810,5
1514,700,5
1515,432,5
1516,195,5
1517,195,5
1518,807,5
1519,297,1
1520,309,5
1521,487,5
1522,898,5
1523,204,5
1524,308,5
1525,247,5
1526,1361,5
1527,291,1
1528,100,5
1529,166,5
1530,1082,5
1530,1232,5
1531,426,1
1532,455,5
1533,803,5
1534,480,5
1535,1497,5
1536,1497,5
1537,1320,5
1538,484,5
1539,1361,5
1540,603,5
1541,334,5
1542,1495,2
1543,678,5
1544,441,5
1545,1504,5
1546,211,5
1547,393,5
1548,113,5
1549,816,5
1550,1354,5
1551,1457,5
1552,195,5
1552,232,5
1553,334,5
1554,497,5
1555,546,5
1556,376,5
1557,100,5
1558,1406,1
1559,229,5
1560,295,5
1561,1323,5
1562,446,5
1563,115,5
1564,295,4
1565,1497,5
1566,371,5
1567,100,5
1568,376,5
1569,1510,5
1570,922,5
1571,100,5
1572,281,5
1573,1361,5
1574,137,5
1575,1480,5
1576,1361,5
1577,1498,5
1578,1501,5
1579,80,5
1580,487,5
1580,613,5
1581,1374,5
1582,306,3
1583,103,4
1584,343,5
1585,922,5
1586,975,1
1587,506,5
1588,1497,4
1589,496,4
1590,114,5
1591,922,5
1592,53,5
1593,113,5
1594,262,5
1595,198,5
1596,1288,5
1597,224,5
1598,1481,5
1599,237,5
1600,110,5
1601,303,5
1602,1361,5
1603,681,5
1604,195,5
1605,678,5
1606,352,5
1607,117,5
1608,270,5
1609,103,5
1610,310,1
1611,206,5
1612,297,5
1613,291,3
1614,42,5
1615,297,5
1616,114,5
1617,117,5
1618,922,5
1619,64,5
1620,195,5
1621,333,5
1622,297,5
1623,1005,5
1624,652,1
1625,107,5
1625,1243,5
1626,229,5
1627,1497,5
1628,1498,5
1629,509,5
1630,681,5
1631,107,5
1632,137,5
1633,500,5
1634,228,3
1635,273,5
1635,274,5
1635,432,5
1635,486,5
1635,1535,5
1636,1221,5
1637,803,5
1638,86,5
1639,195,4
1640,232,4
1641,345,5
1641,506,5
1641,923,5
1641,1385,5
1641,1501,5
1642,376,3
1643,137,5
1644,1457,5
1645,359,5
1646,115,5
1647,1473,5
1648,86,5
1649,494,5
1650,1501,5
1651,1243,5
1652,585,5
1653,1360,5
1654,198,5
1655,651,5
1656,114,5
1657,1409,5
1658,514,5
1659,107,5
1659,376,5
1660,309,5
1661,1501,5
1662,195,4
1663,115,1
1664,1497,3
1665,237,5
1666,195,5
1667,100,5
1668,261,5
1668,681,5
1669,233,4
1670,283,5
1671,86,5
1672,366,5
1673,699,5
1674,144,5
1675,229,5
1676,247,5
1676,1269,5
1677,1162,5
1678,195,5
1679,487,5
1679,631,5
1679,1093,5
1680,308,4
1681,86,3
1682,1304,5
1683,840,5
1684,1180,5
1684,1378,5
1685,1237,5
1686,305,1
1687,1482,5
1688,310,5
1689,64,5
1689,80,5
1690,118,5
1691,115,5
1692,510,5
1693,269,5
1694,1001,5
1695,295,5
1696,118,5
1697,103,1
1698,1353,5
1699,1383,5
1700,80,5
1701,922,5
1701,1501,5
1702,681,2
1703,801,2
1704,904,5
1705,114,5
1706,195,5
1707,269,4
1708,1015,5
1709,100,5
1710,103,5
1711,195,5
1711,345,5
1712,193,2
1713,281,5
1714,1181,5
1715,270,5
1716,103,1
1717,96,5
1718,114,5
1719,345,5
1720,237,5
1721,700,5
1722,306,5
1723,808,5
1723,809,5
1724,115,5
1725,610,5
1726,1501,4
1727,441,5
1728,89,5
1729,18,5
1730,496,5
1731,289,5
1732,890,5
1733,237,5
1733,1361,5
1733,1512,5
1734,896,5
1735,446,5
1736,2,5
1737,295,5
1738,1232,5
1739,1473,5
1740,100,5
1740,1237,5
1741,198,5
1742,1547,5
1743,100,5
1744,664,5
1745,1305,5
1746,1330,5
1747,681,5
1748,681,5
1749,814,5
1750,803,5
1751,273,5
1752,110,5
1753,218,5
1754,148,5
1755,247,5
1756,1037,5
1757,100,5
1758,195,5
1759,922,5
1760,1504,5
1761,529,5
1762,1087,5
1763,1547,5
1764,999,5
1765,115,5
1766,603,5
1767,115,5
1768,364,5
1769,310,5
1770,84,5
1771,803,5
1772,510,5
1773,1037,5
1774,921,5
1775,923,5
1776,270,5
1777,308,5
1778,803,5
1779,269,5
1780,1351,5
1781,603,4
1782,269,5
1783,115,5
1784,1351,5
1785,494,5
1786,308,5
1787,195,5
1788,269,5
1789,151,5
1790,803,5
1791,514,5
1792,834,5
1793,506,5
1794,137,5
1795,1503,5
1796,84,2
1797,273,5
1797,435,5
1798,832,5
1799,700,5
1800,897,5
1801,306,5
1802,509,5
1803,681,4
1804,924,5
1805,195,5
1805,233,5
1806,295,5
1806,1164,5
1807,235,5
1807,306,5
1807,1361,5
1807,1481,5
1808,140,5
1809,1501,5
1810,510,5
1811,664,5
1812,308,5
1813,297,4
1814,1202,5
1814,1203,5
1815,395,4
1816,1350,5
1817,137,4
1818,1234,5
1819,1350,5
1820,100,5
1821,603,5
1822,100,5
1823,235,5
1824,2,1
1825,271,5
1826,195,5
1827,269,5
1828,113,4
1829,129,5
1830,912,5
1831,1326,1
1832,309,5
1832,345,5
1832,359,5
1832,705,5
1832,1500,5
1833,379,5
1833,1361,5
1834,346,5
1835,308,5
1836,249,5
1837,334,5
1838,115,5
1839,308,5
1840,103,4
1841,52,5
1842,907,5
1843,663,5
1844,494,5
1845,309,5
1846,1500,4
1847,1008,5
1848,1351,5
1849,520,5
1850,704,5
1851,140,5
1852,75,5
1853,195,5
1854,494,5
1855,1399,5
1856,922,5
1857,61,5
1857,111,5
1858,195,5
1859,1221,5
1859,1234,1
1860,275,5
1861,477,5
1862,496,5
1863,803,5
1864,922,5
1864,1500,5
1865,100,5
1866,681,5
1867,1443,5
